,name,brand,old_price,new_price,discount
5982,Сумка,Bikkembergs,101300,52720,47.95656465942745
5983,Рюкзак PULSE,Piquadro,245100,117680,51.98694410444716
5984,Сумка и брелок,Aeronautica Militare,103900,35093,66.2242540904716
5985,Сумка поясная,Karl Lagerfeld,121300,97090,19.958779884583677
5986,Сумка,Bikkembergs,66500,53190,20.015037593984957
5987,Сумка,Pollini,96100,43268,54.97606659729449
5988,Сумка поясная,La Martina,114000,79790,30.00877192982456
5989,Сумка,EA7,38400,18823,50.981770833333336
5990,Рюкзак,Piquadro,153200,57443,62.50456919060052
5991,Сумка,La Martina,113400,34043,69.97971781305114
5992,Сумка,Lancaster,148000,82872,44.005405405405405
5993,Сумка,Emporio Armani,166200,93112,43.97593261131168
5994,Сумка поясная,C.P. Company,110600,94090,14.927667269439425
5995,Сумка,Bikkembergs,98200,51120,47.942973523421585
5996,Сумка и брелок,Harmont & Blaine,92400,48072,47.97402597402597
5997,Рюкзак,Bikkembergs,119000,66640,43.99999999999999
5998,Сумка,Piquadro,274300,82343,69.98067808968283
5999,Сумка,Pollini,96100,43268,54.97606659729449
6000,Рюкзак,Piquadro,232000,127700,44.956896551724135
6001,Сумка поясная TRAIN CORE U SLING BAG,EA7,44300,20153,54.50790067720091
6002,Сумка,Cerruti 1881,150700,84400,43.99469143994691
6003,Рюкзак на одно плечо,Piquadro,220200,132300,39.91825613079018
6004,Сумка,Principe di Bologna,126400,75920,39.936708860759495
6005,Сумка,Bikkembergs,66500,53190,20.015037593984957
6006,Сумка,Piquadro,263800,126640,51.99393479909022
6007,Сумка,EA7,36300,17843,50.84573002754821
6008,Сумка поясная,Karl Lagerfeld,115500,98200,14.978354978354986
6009,Сумка поясная,Bikkembergs,77400,40312,47.91731266149871
6010,Рюкзак,Aeronautica Militare,92200,24218,73.73318872017353
6011,Рюкзак,Aeronautica Militare,92200,24218,73.73318872017353
6012,Сумка спортивная Nesh Holdall,Hugo,178600,133990,24.977603583426657
6013,Сумка,Piquadro,454700,136418,69.99824059819662
6014,Рюкзак,Piquadro,336300,174872,48.0011894142135
6015,Сумка Hans_NS Zip,Hugo,71200,53390,25.014044943820224
6016,Сумка,Cerruti 1881,124200,64640,47.9549114331723
6017,Сумка поясная,Emporio Armani,130400,73032,43.99386503067485
6018,Сумка,Piquadro,453300,152993,66.2490624310611
6019,Сумка,Cerruti 1881,150700,72400,51.95753151957532
6020,Сумка,Piquadro,439300,148268,66.24903255178694
6021,Клатч,Etro,398200,238960,39.98995479658463
6022,Сумка,C.P. Company,123500,104990,14.987854251012152
6023,Сумка,La Martina,140800,42293,69.96235795454545
6024,Сумка,Harmont & Blaine,138000,55190,60.007246376811594
6025,Сумка,Diesel,187700,150190,19.98401704848162
6026,Сумка,Karl Lagerfeld,128500,102790,20.007782101167322
6027,Сумка,Roccobarocco,78200,23468,69.98976982097187
6028,Сумка поясная TRAIN CORE U SLING BAG,EA7,44300,18293,58.706546275395034
6029,Сумка,Lancaster,137600,110090,19.992732558139537
6030,Сумка Nesh R_Monostrap,Hugo,128800,103090,19.961180124223603
6031,Сумка поясная,Emporio Armani,147000,76472,47.978231292517
6032,Сумка,Lancaster,145400,116390,19.95185694635488
6033,Сумка,C.P. Company,123500,104990,14.987854251012152
6034,Сумка,La Martina,117300,35243,69.95481670929242
6035,Сумка,La Martina,131800,44543,66.20409711684371
6036,Сумка джинсовая,La Martina,121200,66690,44.97524752475247
6037,Сумка,Cerruti 1881,210900,126600,39.97155049786629
6038,Сумка поясная,Etro,448100,251040,43.976790894889525
6039,Сумка поясная,Diesel,170400,119290,29.99413145539907
6040,Портфель,Cerruti 1881,483800,145193,69.98904505994213
6041,Сумка NEW ARIZONA,Plein Sport,113800,38468,66.19683655536028
6042,Сумка поясная,Emporio Armani,130400,91290,29.99233128834355
6043,Сумка и брелок,Aeronautica Militare,66000,22268,66.26060606060605
6044,Сумка,La Martina,91600,50390,44.98908296943232
6045,Сумка,Lancaster,204100,106160,47.986281234688875
6046,Сумка,C.P. Company,113700,96690,14.96042216358839
6047,Сумка,Aeronautica Militare,76000,41900,44.86842105263158
6048,Сумка и брелок,Aeronautica Militare,69300,27790,59.8989898989899
6049,Сумка,Karl Lagerfeld,148800,119090,19.966397849462368
6050,Рюкзак,Cerruti 1881,178700,92960,47.97985450475658
6051,Рюкзак Hans_Backpack,Hugo,102800,71990,29.97081712062257
6052,Сумка,La Martina,108400,59690,44.935424354243544
6053,Сумка BLACK SQUARE,Piquadro,320800,166872,47.98254364089776
6054,Сумка,La Martina,131800,39593,69.9597875569044
6055,Сумка,Harmont & Blaine,188900,56693,69.98782424563261
6056,Сумка,Plein Sport,84800,28643,66.22287735849056
6057,Сумка,La Martina,117300,39593,66.2463768115942
6058,Сумка и брелок,Aeronautica Militare,60900,20618,66.14449917898193
6059,Сумка,La Martina,113400,34043,69.97971781305114
6060,Сумка,Emporio Armani,421700,316290,24.996442968935256
6061,Сумка,C.P. Company,113700,96690,14.96042216358839
6062,Сумка,La Martina,117300,35243,69.95481670929242
6063,Сумка,La Martina,131800,39593,69.9597875569044
6064,Несессер,Piquadro,123400,64232,47.94813614262561
6065,Сумка,Aeronautica Militare,79400,29768,62.5088161209068
6066,Сумка,Piquadro,385500,134990,64.98313878080415
6067,Портфель и брелок,Piquadro,679900,271990,59.99558758640976
6068,Сумка,Piquadro,160700,96480,39.962663347853145
6069,Сумка,Emporio Armani,139200,111390,19.978448275862064
6070,Сумка спортивная,EA7,133800,65583,50.98430493273543
6071,Сумка и кошелек,La Martina,115100,63390,44.926151172893135
6072,Сумка,Piquadro,393300,204552,47.99084668192219
6073,Сумка,Aeronautica Militare,72700,24593,66.171939477304
6074,Сумка поясная,La Martina,107800,32393,69.9508348794063
6075,Сумка и брелок,Aeronautica Militare,103900,35093,66.2242540904716
6076,Сумка джинсовая,La Martina,214500,117990,44.993006993006986
6077,Сумка,Piquadro,426300,127943,69.98756744076941
6078,Рюкзак,Cerruti 1881,179300,107592,39.99330730619074
6079,Несессер,Piquadro,129100,82640,35.987606506584044
6080,Сумка,Pollini,125300,61118,51.22266560255387
6081,Сумка,La Martina,214500,117990,44.993006993006986
6082,Сумка,Diesel,153700,107590,30.0
6083,Сумка MANHATTAN,Plein Sport,153100,55112,64.00261267145657
6084,Сумки 3 шт.,Karl Lagerfeld,146100,65768,54.984257357973995
6085,Сумка,Piquadro,166900,113520,31.98322348711804
6086,Сумка и брелок,Aeronautica Militare,103900,35093,66.2242540904716
6087,Сумка,Piquadro,256500,179590,29.984405458089668
6088,Сумка,La Martina,131800,44543,66.20409711684371
6089,Сумка спортивная,EA7,133800,65583,50.98430493273543
6090,Сумка и кошелек,La Martina,97200,53490,44.96913580246914
6091,Сумка спортивная,EA7,133800,74963,43.973841554559044
6092,Сумка,Principe di Bologna,68400,58190,14.92690058479532
6093,Сумка поясная,EA7,49800,24423,50.95783132530121
6094,Сумка,EA7,36300,17843,50.84573002754821
6095,Рюкзак,Aeronautica Militare,92200,24218,73.73318872017353
6096,Сумка,Lancaster,220200,176190,19.986376021798364
6097,Сумка,La Martina,91600,50390,44.98908296943232
6098,Сумка,La Martina,86600,47690,44.930715935334874
6099,Сумка,La Martina,151400,83290,44.986789960369876
6100,Сумка поясная TRAIN LOGO SERIES M TAPE WAISTBAG,EA7,47500,19943,58.014736842105265
6101,Сумка,Diesel,104000,72800,30.0
6102,Сумка спортивная,EA7,133800,65583,50.98430493273543
6103,Сумка,Piquadro,421200,126368,69.99810066476734
6104,Сумка,Piquadro,493800,148193,69.98926690968003
6105,Сумка TRAIN LOGO SERIES M TAPE MINIBACKPACK,EA7,56300,23653,57.98756660746003
6106,Сумка поясная,EA7,44100,21623,50.96825396825397
6107,Сумка,Piquadro,406700,122018,69.998032948119
6108,Сумка поясная,EA7,44100,21623,50.96825396825397
6109,Сумка джинсовая,Diesel,269400,188500,30.029695619896074
6110,Сумка,Piquadro,590500,265790,54.98899237933954
6111,Сумка поясная,La Martina,109500,60290,44.94063926940639
6112,Сумка джинсовая RUNWAY SHOW,Diesel,238000,166590,30.004201680672267
6113,Сумка,Piquadro,384500,144218,62.492067620286086
6114,Рюкзак,Bikkembergs,98200,78590,19.96945010183299
6115,Рюкзак,Bikkembergs,286800,149120,48.00557880055788
6116,Рюкзак,C.P. Company,123500,104990,14.987854251012152
6117,Рюкзак,Blauer,64300,45000,30.015552099533437
6118,Рюкзак,La Martina,155300,46643,69.96587250482936
6119,Рюкзак CAMPUS BACKPACK 45,Calvin Klein Performance,71100,49770,30.0
6120,Рюкзак,EA7,93400,65380,30.0
6121,Мешок,Neil Barrett,325500,73268,77.49062980030722
6122,Рюкзак,EA7,93400,65380,30.0
6123,Рюкзак,EA7,93400,65380,30.0
6124,Рюкзак,Piquadro,302400,211690,29.996693121693113
6125,Очки солнцезащитные HG 1306/S 807,Hugo,97600,78080,20.0
6126,Рюкзак BOSTON,Plein Sport,227500,85343,62.48659340659341
6127,Рюкзак,Baldinini,160400,109120,31.97007481296758
6128,Рюкзак,Baldinini,285500,171352,39.98178633975482
6129,Рюкзак CORNER 2.0,Piquadro,253400,111512,55.99368587213891
6130,Рюкзак,Plein Sport,159000,53693,66.2308176100629
6131,Рюкзак VIBE,Piquadro,491300,165818,66.2491349480969
6132,Рюкзак Nesh R_Backpack,Hugo,164600,131690,19.993924665856625
6133,Рюкзак Ray S,Boss,164600,131690,19.993924665856625
6134,Рюкзак,Emporio Armani,224300,107680,51.99286669638877
6135,Рюкзак,Plein Sport,194100,65543,66.23235445646574
6136,Рюкзак,Emporio Armani,346400,235600,31.986143187066972
6137,Рюкзак,Emporio Armani,244600,146800,39.98364677023712
6138,Рюкзак,Armani Exchange,134600,64632,51.98216939078752
6139,Рюкзак,Harmont & Blaine,164800,74190,54.98179611650485
6140,Рюкзак,Cerruti 1881,184200,67568,63.31813246471227
6141,Рюкзак,Plein Sport,159000,53693,66.2308176100629
6142,Рюкзак,Lancaster,145400,69840,51.966987620357635
6143,Рюкзак,Roccobarocco,147000,49643,66.22925170068027
6144,Рюкзак,Diesel,153700,122990,19.980481457384514
6145,Рюкзак,Piquadro,375000,140618,62.501866666666665
6146,Рюкзак DAVID,Piquadro,336300,168290,49.95837050252751
6147,Рюкзак,Plein Sport,218600,73793,66.24290942360476
6148,Рюкзак,Principe di Bologna,187400,127440,31.9957310565635
6149,Рюкзак,Piquadro,398000,191032,52.00201005025126
6150,Рюкзак и брелок,Harmont & Blaine,150000,77992,48.00533333333333
6151,Очки солнцезащитные HG 1256/S 1ED/IR,Hugo,67400,57290,15.0
6152,Рюкзак,Plein Sport,177400,59918,66.22435174746336
6153,Рюкзак,Harmont & Blaine,258100,87143,66.23672994963192
6154,Рюкзак,Karl Lagerfeld,268000,120593,55.00261194029851
6155,Рюкзак на одно плечо,Bikkembergs,86800,48640,43.963133640552996
6156,Рюкзак Ethon Chain_Backpack,Hugo,128800,103090,19.961180124223603
6157,Рюкзак BOSTON,Plein Sport,227500,85343,62.48659340659341
6158,Рюкзак,Piquadro,253400,111512,55.99368587213891
6159,Рюкзак,Armani Exchange,140400,73032,47.98290598290599
6160,Рюкзак,Diesel,142300,42743,69.96275474349966
6161,Рюкзак,Karl Lagerfeld,288000,114668,60.18472222222222
6162,Рюкзак Hans_Backpack,Hugo,107500,75290,29.96279069767442
6163,Рюкзак,Plein Sport,173500,58568,66.24322766570606
6164,Рюкзак,Bikkembergs,132500,68952,47.960754716981135
6165,Рюкзак,Karl Lagerfeld,213300,128000,39.99062353492733
6166,Рюкзак Jareth_Backpack,Boss,164600,131690,19.993924665856625
6167,Рюкзак,Plein Sport,152800,51593,66.23494764397905
6168,Рюкзак,Emporio Armani,224300,107680,51.99286669638877
6169,Рюкзак,Piquadro,334800,100493,69.98416965352449
6170,Рюкзак,Cerruti 1881,178700,92960,47.97985450475658
6171,Рюкзак и багажная бирка,Liu Jo Uomo,215900,172790,19.96757758221399
6172,Рюкзак,Plein Sport,148900,50318,66.20685023505709
6173,Рюкзак MANHATTAN,Plein Sport,98700,59280,39.93920972644377
6174,Рюкзак,EA7,93400,49063,47.47002141327623
6175,Рюкзак,Harmont & Blaine,233600,121520,47.97945205479452
6176,Рюкзак,EA7,93400,49063,47.47002141327623
6177,Рюкзак Quentyn_Backpack,Hugo,128800,103090,19.961180124223603
6178,Рюкзак HARPER,Piquadro,371000,192952,47.991374663072776
6179,Рюкзак,Lancaster,145400,87300,39.958734525447035
6180,Рюкзак,Karl Lagerfeld,180600,108400,39.97785160575859
6181,Рюкзак,Berhasm,149500,99500,33.4448160535117
6182,Рюкзак,Principe di Bologna,72700,61790,15.006877579092162
6183,Рюкзак,Roccobarocco,150300,45143,69.9647371922821
6184,Рюкзак,Aeronautica Militare,155300,101100,34.90019317450097
6185,Рюкзак,Emporio Armani,215500,172390,20.004640371229698
6186,Рюкзак,Liu Jo Uomo,121700,54818,54.95645028759244
6187,Рюкзак,Lancaster,107000,55672,47.97009345794393
6188,Очки солнцезащитные BOSS 1625/S 807,Boss,145300,116240,20.0
6189,Рюкзак,Aeronautica Militare,82200,27743,66.24939172749392
6190,Рюкзак,Just Cavalli,185300,148290,19.97301672962763
6191,Рюкзак,Just Cavalli,154600,123690,19.99353169469599
6192,Рюкзак,Plein Sport,173500,58568,66.24322766570606
6193,Рюкзак,Aeronautica Militare,82200,27743,66.24939172749392
6194,Рюкзак WOLLEM,Piquadro,81400,52160,35.921375921375926
6195,Рюкзак,Piquadro,134300,80560,40.014892032762475
6196,Рюкзак,Cerruti 1881,135800,40793,69.96097201767304
6197,Рюкзак,C.P. Company,123500,104990,14.987854251012152
6198,Рюкзак,Aeronautica Militare,82200,30818,62.50851581508516
6199,Рюкзак,Karl Lagerfeld,186500,83918,55.003753351206434
6200,Рюкзак,Piquadro,361200,202312,43.98892580287929
6201,Рюкзак,Cerruti 1881,178700,92960,47.97985450475658
6202,Рюкзак,Lancaster,232100,120720,47.987936234381735
6203,Рюкзак на одно плечо,Karl Lagerfeld,156100,124890,19.99359385009609
6204,Рюкзак,La Martina,155300,52418,66.24726336123632
6205,Рюкзак,Bikkembergs,100300,80290,19.95014955134596
6206,Рюкзак,Pollini,120100,54068,54.98084929225645
6207,Рюкзак,Plein Sport,152800,51593,66.23494764397905
6208,Рюкзак,Emporio Armani,167600,75443,54.98627684964201
6209,Рюкзак,C.P. Company,123500,104990,14.987854251012152
6210,Рюкзак,Emporio Armani,421700,236152,43.99999999999999
6211,Рюкзак,Karl Lagerfeld,292400,233990,19.976060191518457
6212,Рюкзак,C.P. Company,123500,104990,14.987854251012152
6213,Рюкзак,Vic Matie,374300,209672,43.98290141597649
6214,Рюкзак,Piquadro,81400,48880,39.95085995085995
6215,Рюкзак,Principe di Bologna,109800,93390,14.945355191256823
6216,Рюкзак,Emporio Armani,251300,150880,39.96020692399522
6217,Рюкзак,Diesel,133000,106390,20.007518796992485
6218,Рюкзак TRAIN POUCH U,EA7,68300,33293,51.25475841874085
6219,Рюкзак,Plein Sport,188000,63443,66.25372340425531
6220,Рюкзак,La Martina,151400,105990,29.993394980184945
6221,Рюкзак,La Martina,202700,60818,69.99605328071041
6222,Рюкзак,La Martina,202700,68468,66.22200296003948
6223,Рюкзак,Plein Sport,173500,58568,66.24322766570606
6224,Рюкзак HARPER,Piquadro,308400,172720,43.99481193255512
6225,Рюкзак,Piquadro,169000,81120,52.0
6226,Рюкзак,Cerruti 1881,168900,63368,62.481941977501485
6227,Рюкзак,La Martina,155300,46643,69.96587250482936
6228,Рюкзак,Diesel,306200,214390,29.98367080339648
6229,Рюкзак Train Graphic Series U Backpack,EA7,90300,44240,51.007751937984494
6230,Рюкзак,Piquadro,253400,121680,51.981057616416734
6231,Рюкзак,Piquadro,321300,192800,39.99377528789293
6232,Рюкзак,Lancaster,232100,120720,47.987936234381735
6233,Рюкзак джинсовый,Diesel,346000,242100,30.02890173410404
6234,Рюкзак и органайзер,La Martina,121200,66690,44.97524752475247
6235,Рюкзак,La Martina,151400,83290,44.986789960369876
6236,Рюкзак,EA7,93400,49063,47.47002141327623
6237,Мешок,Neil Barrett,325500,73268,77.49062980030722
6238,Рюкзак,Parajumpers,193000,154390,20.005181347150256
6239,Рюкзак PULSE PLUS,Piquadro,400700,280490,30.0
6240,Рюкзак и брелок,La Martina,271400,108590,59.988946204863666
6241,Рюкзак,EA7,93400,49063,47.47002141327623
6242,Рюкзак,Piquadro,291300,139840,51.99450738070717
6243,Рюкзак,EA7,93400,49063,47.47002141327623
6244,Рюкзак,EA7,93400,49063,47.47002141327623
6245,Очки солнцезащитные GG1464SA 004,Gucci,291500,174960,39.97941680960548
6246,Бейсболка Lamoda Exclusive,John Richmond,52260,26130,50.0
6247,Очки солнцезащитные,Hugo,81100,68990,14.932182490752155
6248,Очки солнцезащитные 143 -700,Philipp Plein,185500,111360,39.967654986522916
6249,Очки солнцезащитные 046M 700,Philipp Plein,209400,146590,29.995224450811847
6250,Очки солнцезащитные DG4466 501/87,Dolce&Gabbana,271400,162880,39.98526160648489
6251,Сумка дорожная,Armani Exchange,172600,82880,51.98146002317497
6252,Очки солнцезащитные 009M-H70,Philipp Plein,240600,192490,19.995843724023274
6253,Очки солнцезащитные AX2050S 603571,Armani Exchange,84800,50880,40.0
6254,Очки солнцезащитные 143 -703X,Philipp Plein,185500,103920,43.97843665768194
6255,Очки солнцезащитные AX4128SU 812380,Armani Exchange,104500,83600,20.0
6256,Очки солнцезащитные с поляризационными линзами,Baldinini,141100,98770,30.0
6257,Очки солнцезащитные GG1263S 002,Gucci,269800,183520,31.979243884358795
6258,Очки солнцезащитные AX4122S 80786G,Armani Exchange,73700,62690,14.938941655359557
6259,Сумка дорожная BOSTON,Plein Sport,167700,100640,39.98807394156232
6260,Очки солнцезащитные AX4122S 80786G,Armani Exchange,73700,62690,14.938941655359557
6261,Очки солнцезащитные 003-U28,Plein Sport,82200,46080,43.941605839416056
6262,Очки солнцезащитные DG4464 25256G,Dolce&Gabbana,271400,176500,34.96683861459101
6263,Очки солнцезащитные 118M-700,Philipp Plein,269800,151120,43.98813936249073
6264,Очки солнцезащитные MARC 739/S 08A,Marc Jacobs,102900,61760,39.98056365403304
6265,Сумка дорожная,Emporio Armani,279900,156792,43.98285101822079
6266,Очки солнцезащитные GG1264S 001,Gucci,237500,142560,39.974736842105266
6267,Очки солнцезащитные AX2037S 600081,Armani Exchange,102300,61440,39.941348973607035
6268,Сумка дорожная Nesh_Holdall,Hugo,178600,125090,29.960806270996642
6269,Очки солнцезащитные BOSS 1626/S KB7,Boss,134700,114500,14.99628804751299
6270,Очки солнцезащитные RB3447 006/3F,Ray-Ban®,158000,107520,31.949367088607588
6271,Очки солнцезащитные MARC LOGO 096/S 08A,Marc Jacobs,102900,65840,36.01554907677357
6272,Сумка дорожная и багажная бирка,Liu Jo Uomo,294300,235490,19.98301053346924
6273,Очки солнцезащитные CK21528S 001,Calvin Klein,139400,94800,31.994261119081784
6274,Очки солнцезащитные BLD 2225 MU 401,Baldinini,127600,89320,30.0
6275,Очки солнцезащитные,Baldinini,114100,79870,30.0
6276,Очки солнцезащитные,Han Kjobenhavn,203100,162480,20.0
6277,Очки солнцезащитные BB0288S 001,Balenciaga,564500,316160,43.99291408325953
6278,Очки солнцезащитные 050-568L,Philipp Plein,388000,329790,15.00257731958763
6279,Браслет,Emporio Armani,78500,53432,31.933757961783442
6280,Сумка дорожная NEW ARIZONA,Plein Sport,221600,132960,40.0
6281,Очки солнцезащитные DG4420 502/71,Dolce&Gabbana,252300,161512,35.984145858105435
6282,Браслет,Philipp Plein,88600,60312,31.92776523702031
6283,Очки солнцезащитные SL 598 001,Saint Laurent,248600,139272,43.97747385358005
6284,Сумка дорожная и брелок,Armani Exchange,153300,122690,19.967384213959562
6285,Очки солнцезащитные 003-R43B,Plein Sport,92800,52000,43.96551724137932
6286,Очки солнцезащитные GG1494S 001,Gucci,277800,177840,35.98272138228941
6287,Очки солнцезащитные AX2044S 609980,Armani Exchange,104400,48368,53.67049808429119
6288,Очки солнцезащитные SL 662 001,Saint Laurent,306900,159592,47.99869664385793
6289,Очки солнцезащитные SL 586 001,Saint Laurent,159000,127190,20.006289308176108
6290,Чехол для iPhone,Piquadro,76700,33752,55.994784876140805
6291,Браслет,Diesel,79200,67390,14.911616161616166
6292,Очки солнцезащитные VE4425U 542287,Versace,212000,137800,35.0
6293,Сумка дорожная,Harmont & Blaine,239700,167700,30.037546933667088
6294,Очки солнцезащитные,Baldinini,141100,98770,30.0
6295,Очки солнцезащитные KL6089S 001,Karl Lagerfeld,116100,65120,43.910422049956935
6296,Очки солнцезащитные 075M 579L,Philipp Plein,320500,192240,40.01872074882995
6297,Очки солнцезащитные GG0983S 004,Gucci,535300,481900,9.975714552587334
6298,Браслет,Bikkembergs,50400,42900,14.88095238095238
6299,Очки солнцезащитные KL6089S 305,Karl Lagerfeld,116100,65120,43.910422049956935
6300,Чехол для телефона,Piquadro,105600,31718,69.96401515151516
6301,Очки солнцезащитные KL6089S 405,Karl Lagerfeld,92400,70190,24.03679653679653
6302,Очки солнцезащитные BB0331SK 001,Balenciaga,267200,181680,32.005988023952085
6303,Подвеска,Philipp Plein,275600,187520,31.95936139332366
6304,Очки солнцезащитные 044M-AGQ,Philipp Plein,197700,134472,31.981790591805776
6305,Очки солнцезащитные GG1320S 004,Gucci,211500,152320,27.981087470449168
6306,Очки солнцезащитные KL6074S 001,Karl Lagerfeld,119800,71912,39.97328881469115
6307,Очки солнцезащитные D2 0120/S 807,Dsquared2,159000,135200,14.96855345911949
6308,Очки солнцезащитные TSM3007 E01,Trussardi,114500,91590,20.008733624454152
6309,Очки солнцезащитные AX2048S 600087,Armani Exchange,113300,90690,19.95586937334511
6310,Браслет,Armani Exchange,42400,28872,31.905660377358487
6311,Очки солнцезащитные AX2037S 600081,Armani Exchange,102300,61440,39.941348973607035
6312,Очки солнцезащитные 009-507Z POLARIZED,Plein Sport,82200,49352,39.961070559610704
6313,Подвеска,Philipp Plein,128800,87680,31.92546583850931
6314,Очки солнцезащитные DG4466 25256G,Dolce&Gabbana,271400,162880,39.98526160648489
6315,Очки солнцезащитные DG6185 25256G,Dolce&Gabbana,308500,209840,31.980551053484604
6316,Очки солнцезащитные DG4466 502/71,Dolce&Gabbana,271400,162880,39.98526160648489
6317,Очки солнцезащитные VE2266 100213,Versace,226900,136160,39.99118554429264
6318,Очки солнцезащитные AX4112SU 818180,Armani Exchange,90100,76590,14.99445061043285
6319,"Очки солнцезащитные RB3734 001/M2, с поляризационными линзами",Ray-Ban®,194000,116480,39.958762886597945
6320,Очки солнцезащитные AX2050S 600087,Armani Exchange,84800,54312,35.95283018867924
6321,Очки солнцезащитные,Fendi,428900,214490,49.9906738167405
6322,Очки солнцезащитные 081 -700,Philipp Plein,269800,151120,43.98813936249073
6323,Очки солнцезащитные AX4142SU 818087,Armani Exchange,76400,51992,31.947643979057588
6324,Браслет,Philipp Plein,88600,60240,32.00902934537247
6325,Очки солнцезащитные DG6197 193587,Dolce&Gabbana,235400,200090,15.0
6326,Очки солнцезащитные RB3735 002/B1,Ray-Ban®,146900,117600,19.94554118447924
6327,Очки солнцезащитные AX2052S 609980,Armani Exchange,93300,74700,19.93569131832797
6328,Очки солнцезащитные BE4397U 300187,Burberry,167500,142400,14.985074626865668
6329,Браслет,Philipp Plein,88600,60240,32.00902934537247
6330,Очки солнцезащитные Rich B**ch,Berhasm,99500,48650,51.10552763819096
6331,Очки солнцезащитные AX4138S 830171,Armani Exchange,105000,84100,19.904761904761898
6332,Подвеска,Philipp Plein,128800,87680,31.92546583850931
6333,Очки солнцезащитные RBR0502S 67083A,Ray-Ban®,167500,113920,31.98805970149253
6334,Браслет,Philipp Plein,88600,56720,35.98194130925508
6335,Очки солнцезащитные 144-700,Philipp Plein,185500,103920,43.97843665768194
6336,Очки солнцезащитные 011X-703,Philipp Plein,286200,171760,39.98602375960867
6337,Очки солнцезащитные D2 0120/S KB7,Dsquared2,159000,135200,14.96855345911949
6338,Очки солнцезащитные SL 620 001,Saint Laurent,306900,184240,39.967416096448346
6339,Очки солнцезащитные RB3732 001/48,Ray-Ban®,184500,118160,35.956639566395665
6340,Подвеска,Emporio Armani,100700,64560,35.888778550148956
6341,Очки солнцезащитные AX4113S 81814L,Armani Exchange,73700,62700,14.925373134328353
6342,Очки солнцезащитные EA4223U 500187,Emporio Armani,120400,77120,35.946843853820596
6343,Очки солнцезащитные 003-U28A,Plein Sport,92800,51992,43.974137931034484
6344,Очки солнцезащитные D2 0124/S 2M2,Dsquared2,165400,86072,47.96130592503023
6345,Подвеска,Philipp Plein,128800,87680,31.92546583850931
6346,Очки солнцезащитные AX4142SU 818087,Armani Exchange,76400,64990,14.934554973821989
6347,Очки солнцезащитные AX2046S 60006G,Armani Exchange,121400,72880,39.9670510708402
6348,Очки солнцезащитные EA2155 300187,Emporio Armani,128800,82472,35.96894409937889
6349,Очки солнцезащитные DG6197 329287,Dolce&Gabbana,226400,144960,35.97173144876325
6350,Подвеска,Philipp Plein,148400,95040,35.95687331536388
6351,Очки солнцезащитные VE4425U 314/87,Versace,209400,142480,31.957975167144227
6352,Очки солнцезащитные AM0421S 002,Alexander McQueen,216200,108293,49.91073080481036
6353,Очки солнцезащитные AX2050S 600373,Armani Exchange,101800,57040,43.96856581532417
6354,Очки солнцезащитные 050-579X,Philipp Plein,315400,189280,39.98731769181991
6355,Очки солнцезащитные ICON 0016/S 807,Dsquared2,116600,60632,48.0
6356,Очки солнцезащитные 003-U28R,Plein Sport,92800,52000,43.96551724137932
6357,Очки солнцезащитные 133 -8FCG,Philipp Plein,360400,216240,40.0
6358,Очки солнцезащитные MOS164/S 807,Moschino,157500,69352,55.96698412698412
6359,Очки солнцезащитные D2 0127/S 807,Dsquared2,138900,90400,34.91720662347012
6360,Очки солнцезащитные D2 0127/S CCP,Dsquared2,145800,80190,44.99999999999999
6361,Очки солнцезащитные KL6128S 002,Karl Lagerfeld,119800,71912,39.97328881469115
6362,Очки солнцезащитные EA2155 337971,Emporio Armani,128800,77360,39.93788819875776
6363,Очки солнцезащитные BE4384 346487,Burberry,266600,226700,14.966241560390088
6364,Очки солнцезащитные EA4219 50016G,Emporio Armani,128800,82480,35.96273291925466
6365,Браслет,Armani Exchange,66800,45432,31.988023952095816
6366,Очки солнцезащитные BOSS 1623/S 807,Boss,151600,78880,47.968337730870715
6367,Подвеска,Philipp Plein,113300,51000,54.98676081200353
6368,Браслет,Armani Exchange,47700,30640,35.76519916142557
6369,Очки солнцезащитные VE4425U 543887,Versace,209400,142480,31.957975167144227
6370,Очки солнцезащитные AM0419S 001,Alexander McQueen,172900,139390,19.38114517061885
6371,Очки солнцезащитные VE4446 314/87,Versace,249100,149520,39.97591328783621
6372,Чехол для iPhone 15 Plus,Piquadro,76700,39912,47.96349413298566
6373,Очки солнцезащитные EA4218 576380,Emporio Armani,146300,93680,35.96719070403282
6374,Подвеска,Philipp Plein,110300,75040,31.96736174070716
6375,Браслет,Philipp Plein,106000,72072,32.00754716981132
6376,Браслет,Philipp Plein,88600,60240,32.00902934537247
6377,Очки солнцезащитные EA4223U 508880,Emporio Armani,120400,81840,32.02657807308971
6378,Очки солнцезащитные 144 -C02X,Philipp Plein,185500,103920,43.97843665768194
6379,Очки солнцезащитные ICON 0016/S VK6,Dsquared2,116600,51352,55.95883361921098
6380,Очки солнцезащитные RB3732 001/31,Ray-Ban®,137300,82400,39.985433357611065
6381,Подвеска,Philipp Plein,148400,118800,19.946091644204856
6382,Браслет,Philipp Plein,88600,60240,32.00902934537247
6383,Очки солнцезащитные BOSS 1624/S 807,Boss,152200,79192,47.96846254927727
6384,Очки солнцезащитные DG6198 303287,Dolce&Gabbana,246500,209590,14.973630831643007
